experiment,slug,title,source_id,source_commit,experiment_commit,kaggle_submission,public_score,status,reproducibility,main_sha256,deck_sha256,archive_sha256,local_generated_package,upstream_notebook_urls,upstream_version_pinned
047,pilkwang-0628-option-c,047 Pilkwang 0628 Option C,3c2ca4a8cb89-2a541d7bf3d9,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,0de4cd2955df0ffec3f156d01f9703e49c84dd09,54152749,622.0,complete,source_exact_runtime_required,3c2ca4a8cb894671fb48815a71560e9a3564b575a43ad38bbee05c53642978f0,2a541d7bf3d9e6b36037123f53f4dfef6348223f79fd27095dafc602a5357c19,753e5e6a085777915b39683c24dc864f6fc25acf6979a3fbb4c3cbf09cb0997e,artifacts/submissions/s047-pilkwang-0628-option-c.tar.gz,,
048,naoto-hop-alakazam-guard,048 Naoto Hop Alakazam Guard,635999b1a0f7-e07b796d823c,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,85a1466ba53d5cba55752c0c9381ca71dc90f070,54152792,591.6,complete,source_exact_runtime_required,635999b1a0f7970e70c17bb591c21b7576ddc83889ef5f50b76b8687ced5b09d,e07b796d823cbbfec98ccd6a1038527321264f0357afa7f60a021cf92066e510,f22ce7fd4654291da2d66b92945913f16ff6cf1f267b4fbe2e23db5e0a2c3fda,artifacts/submissions/s028-naoto-hop-alakazam-target.tar.gz,,
049,pilkwang-0628-metal-tempo,049 Pilkwang 0628 Metal Tempo,a4c53101be30-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,86c77ad18ea90d9cfa5f28b1a3df5190141afafe,54152832,738.0,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,3660281a6be584147aa0889f4aa4966005d3532fbb96544b9f91e80a1cfbba22,artifacts/submissions/s047-pilkwang-0628-metal-tempo.tar.gz,,
050,crustle-specific-guard,050 Crustle Specific Guard,6de341ae762f-9c2647bd80d5,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,ba06f60476f7b65f14e323e15002968228fc6faa,54152877,755.2,complete,source_exact_runtime_required,6de341ae762f15a7d926f5359e783e189bf25d5a0cff5ec69f78a954d0bdb6d3,9c2647bd80d51bfd9cf89c74026e6a53607903b94cae9c235fad0c2128aad3aa,2601196d87a13f9bf8cd7357816b22cc1b4070f1ee106caa4023acb83fff5a6a,artifacts/submissions/s010-resubmit-crustle-specific.tar.gz,,
051,final-pilkwang-lucario-alakazam-guard,051 Final Pilkwang Lucario Alakazam Guard,46aae79654ec-7b413177e507,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,2137589e8871b28ff3094310b34559257dfc69fb,54152922,746.1,complete,source_exact_runtime_required,46aae79654eca7d91e9a3c840d92e38d3ac6271b052379df43dc630163f68225,7b413177e5077777f2178143839c0155b03b92bbc8b3a6607621a7d43f351141,6cc8402ec291dc75277f88f548c6a3393f79d2791dc12424066235a519e311b7,artifacts/submissions/s043-pilkwang-lucario-alakazam-clean.tar.gz,,
052,pilkwang-0629-archaludon-metal,052 Pilkwang 0629 Archaludon Metal,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,7c9003d1fa0f4f8b99dc82540cba38a18a47ad15,54182720,813.1,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s052-pilkwang-0629-archaludon-metal.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
053,pilkwang-0629-alakazam-dunsparce,053 Pilkwang 0629 Alakazam Dunsparce,46aae79654ec-0f8fb632ade2,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,6f62d8fa43a80c969d70457b032877b07a32e30c,54182783,445.6,complete,source_exact_runtime_required,46aae79654eca7d91e9a3c840d92e38d3ac6271b052379df43dc630163f68225,0f8fb632ade2833645af8c6ffe2b282fe24e7446ee8b23f3e468b8410d8ea36c,771a0ee86519a599afe4a534abce271c8b663e0c8c1b878c5b1ada89fafb0532,artifacts/submissions/s053-pilkwang-0629-alakazam-dunsparce.tar.gz,,
054,crustle-specific-guard,054 Crustle Specific Guard,6de341ae762f-9c2647bd80d5,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,e8fefa11f64db59299dddc6826501048c5ccb13c,54182835,689.8,complete,source_exact_runtime_required,6de341ae762f15a7d926f5359e783e189bf25d5a0cff5ec69f78a954d0bdb6d3,9c2647bd80d51bfd9cf89c74026e6a53607903b94cae9c235fad0c2128aad3aa,2601196d87a13f9bf8cd7357816b22cc1b4070f1ee106caa4023acb83fff5a6a,artifacts/submissions/s010-resubmit-crustle-specific.tar.gz,,
055,archaludon-metal-reroll,055 Archaludon Metal Reroll,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,7d327e5e789d913ecb83aee6ab3ec635536feb5d,54182907,1030.6,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s052-pilkwang-0629-archaludon-metal.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
056,pilkwang-lucario-alakazam-guard,056 Pilkwang Lucario Alakazam Guard,46aae79654ec-7b413177e507,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,14bcb3a3875f013106b445d873e596fc899013f5,54182970,697.8,complete,source_exact_runtime_required,46aae79654eca7d91e9a3c840d92e38d3ac6271b052379df43dc630163f68225,7b413177e5077777f2178143839c0155b03b92bbc8b3a6607621a7d43f351141,6cc8402ec291dc75277f88f548c6a3393f79d2791dc12424066235a519e311b7,artifacts/submissions/s043-pilkwang-lucario-alakazam-clean.tar.gz,,
057,archaludon-metal-guard,057 Archaludon Metal Guard,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,99d1f9c1c5fbab6fca4f3acfb49b595776877832,54214287,677.2,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s052-pilkwang-0629-archaludon-metal.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
058,naoto-hop-alakazam-guard,058 Naoto Hop Alakazam Guard,635999b1a0f7-e07b796d823c,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,ce4ea8e5ecb30aa9a12b19ca619f717737a3d762,54214377,662.2,complete,source_exact_runtime_required,635999b1a0f7970e70c17bb591c21b7576ddc83889ef5f50b76b8687ced5b09d,e07b796d823cbbfec98ccd6a1038527321264f0357afa7f60a021cf92066e510,f22ce7fd4654291da2d66b92945913f16ff6cf1f267b4fbe2e23db5e0a2c3fda,artifacts/submissions/s028-naoto-hop-alakazam-target.tar.gz,,
059,crustle-specific-guard,059 Crustle Specific Guard,6de341ae762f-9c2647bd80d5,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,c01e5448a7c73c449d1830e5100c2d5a0842b03f,54214471,573.9,complete,source_exact_runtime_required,6de341ae762f15a7d926f5359e783e189bf25d5a0cff5ec69f78a954d0bdb6d3,9c2647bd80d51bfd9cf89c74026e6a53607903b94cae9c235fad0c2128aad3aa,2601196d87a13f9bf8cd7357816b22cc1b4070f1ee106caa4023acb83fff5a6a,artifacts/submissions/s010-resubmit-crustle-specific.tar.gz,,
060,strongstart-retuned-guard,060 Strongstart Retuned Guard,ccffdb6e8565-fd2fc062ffc2,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,61c23457549608270023b099e41d94d1dac4248a,54214538,657.9,complete,source_exact_runtime_required,ccffdb6e85658dedf21dd3f9829b97bc29a1a2a30e986f79054d86796bfdab12,fd2fc062ffc23c5a4f77f30c05d2fc1d08a7bade73e1dc67e1dd547192fd46b3,56b88bed0505621ceac4a15c52b1f8984a1c759a186786512e7164afe0ae8449,artifacts/submissions/s011-final-strongstart-retuned.tar.gz,,
061,tomato-archaludon-anti-starmie,061 Tomato Archaludon Anti Starmie,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,13ec900e3dba87445d439168be7696f010fbdb25,54214588,920.8,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s045-tomato-archaludon-vs-starmie-clean.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
062,tomato-archaludon-reroll,062 Tomato Archaludon Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,1de101375bb0b7302582470cccc8c6c8e665999a,54219204,862.9,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s045-tomato-archaludon-vs-starmie-clean.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
063,archaludon-metal-high-ceiling,063 Archaludon Metal High Ceiling,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,a8180596e842192a5bf61c75bc42d2e45643e1bd,54219319,700.8,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s052-pilkwang-0629-archaludon-metal.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
064,lucario-search-hedge,064 Lucario Search Hedge,8026b86be33f-b4464eb525a2,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,a70a9d68a332df0ee0677ca5e231d5f9b55169bd,54219383,636.8,complete,source_exact_runtime_required,8026b86be33fdec0fcb60051c6adecf91a3ecd9cbbff539fb0a0c617d1601ad3,b4464eb525a25e6598a972d00efc5e5b5156372e77f51853f4076d8ebb34fd7d,01cabfc29cec1a49c2d2c270e3776c6b77e25064c22b726515dd8a53c882af76,artifacts/submissions/s013-lucario-search-915.tar.gz,,
065,tomato-archaludon-high-guard,065 Tomato Archaludon High Guard,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,593e008a69419a6d20c7739e19e53869e130b1fb,54219440,948.4,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s045-tomato-archaludon-vs-starmie-clean.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
066,tomato-archaludon-final-reroll,066 Tomato Archaludon Final Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,fe609c6876d4998fca0dc2e91dde9072f5e7d0ec,54219508,932.2,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s045-tomato-archaludon-vs-starmie-clean.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
067,tomato-archaludon-reroll,067 Tomato Archaludon Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,b69322cb055f6055387ff473f8964e8eee313a39,54251164,766.0,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s045-tomato-archaludon-vs-starmie-clean.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
068,archaludon-metal-high-ceiling,068 Archaludon Metal High Ceiling,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,70d8c265b8eea5b4a6518cc675054131c193e13a,54251262,657.4,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s052-pilkwang-0629-archaludon-metal.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
069,naoto-hop-alakazam-hedge,069 Naoto Hop Alakazam Hedge,635999b1a0f7-e07b796d823c,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,87b5e7dc5ca93b97314c198ce35affc511ea3029,54251334,473.1,complete,source_exact_runtime_required,635999b1a0f7970e70c17bb591c21b7576ddc83889ef5f50b76b8687ced5b09d,e07b796d823cbbfec98ccd6a1038527321264f0357afa7f60a021cf92066e510,f22ce7fd4654291da2d66b92945913f16ff6cf1f267b4fbe2e23db5e0a2c3fda,artifacts/submissions/s028-naoto-hop-alakazam-target.tar.gz,,
070,tomato-archaludon-recovery-reroll,070 Tomato Archaludon Recovery Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,07a30c7de96dd251bbb6086a8869262c8bd9cc64,54251496,927.5,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s045-tomato-archaludon-vs-starmie-clean.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
071,tomato-archaludon-final-reroll,071 Tomato Archaludon Final Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,c3a7ab6353b6f7eac731efdbb5185757c91de5bb,54251621,964.1,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s045-tomato-archaludon-vs-starmie-clean.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
072,tomato-archaludon-high-guard-reroll,072 Tomato Archaludon High Guard Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,77c0bab7434090d71e500d6ed81ee7449ccad317,54292094,657.0,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s045-tomato-archaludon-vs-starmie-clean.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
073,archaludon-metal-high-ceiling-hedge,073 Archaludon Metal High Ceiling Hedge,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,f9c003fb313ac452968a55dddc6461b2ad5a4b87,54292179,719.2,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s052-pilkwang-0629-archaludon-metal.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
074,lucario-search-hedge,074 Lucario Search Hedge,8026b86be33f-b4464eb525a2,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,d255e122f9abb5df3514b95d0e56298befb645a2,54292357,812.8,complete,source_exact_runtime_required,8026b86be33fdec0fcb60051c6adecf91a3ecd9cbbff539fb0a0c617d1601ad3,b4464eb525a25e6598a972d00efc5e5b5156372e77f51853f4076d8ebb34fd7d,01cabfc29cec1a49c2d2c270e3776c6b77e25064c22b726515dd8a53c882af76,artifacts/submissions/s013-lucario-search-915.tar.gz,,
075,tomato-archaludon-recovery-reroll,075 Tomato Archaludon Recovery Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,96d794495fc755bbd6e031193d3949b30e2d2761,54292462,874.1,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s045-tomato-archaludon-vs-starmie-clean.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
076,archaludon-metal-final-reroll,076 Archaludon Metal Final Reroll,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,36ffce1a4388548be791127b82c5fbd529acb538,54292591,908.7,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s052-pilkwang-0629-archaludon-metal.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
077,pilkwang-0704-libraryout-complement,077 Pilkwang 0704 LibraryOut Complement,244eb8c6b1a8-6415396d35c0,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,7d76b47a72363c17c9db698da90e5ba4dc1ab97b,54379313,376.8,complete,source_exact_runtime_required,244eb8c6b1a89d65769a3ecc315fcd39809dfc3243dd2067f3ca24b29cb8b498,6415396d35c0f4b3d69ee6c231337968cc9f2d5d0767de801346d6f412c18e62,4b205fca4ceb174aaa7dc5ba31646ea06b5dd8b4f4dc6875dc532c232e419736,artifacts/submissions/s077-pilkwang-0704-libraryout-complement.tar.gz,,
078,pilkwang-0704-archaludon-anchor,078 Pilkwang 0704 Archaludon Anchor,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,0d92a14005d89ed8f1f3b242445413363d58a65b,54379422,682.6,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,17c48ae6fdf196df55059e7d05c13222eaf0b36232ca49ba74359054a3820765,artifacts/submissions/s078-pilkwang-0704-archaludon-anchor.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
079,pilkwang-0704-dragapult-pressure,079 Pilkwang 0704 Dragapult Pressure,ef8936859fd2-29cabb30a406,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,85d7c8efacd958d8f08fb0c8b07d5a9ee7fd132a,54379571,885.4,complete,source_exact_runtime_required,ef8936859fd215e6c704071042e5438d55e2e972b8f1806fb6eddbd03027e0b9,29cabb30a40645e83c5260b83511cabdef62264f3a596cf18b265cb19493f159,7513550b3b92c04c11a39c41cbe620ec5ebbef067812def124a432092b03c565,artifacts/submissions/s079-pilkwang-0704-dragapult-pressure.tar.gz,,
080,archaludon-metal-high-ceiling-reroll,080 Archaludon Metal High Ceiling Reroll,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,335d76eff263db52c5d941d081380bd0c3b1c4cd,54379739,902.6,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s080-archaludon-metal-high-ceiling-reroll.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
081,tomato-archaludon-guard-reroll,081 Tomato Archaludon Guard Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,dafa2e60aa9114392d014580f81a87966a3e8ceb,54379819,868.2,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s081-tomato-archaludon-guard-reroll.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
082,archaludon-metal-current-frontier-reroll,082 Archaludon Metal Current Frontier Reroll,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,e665f38f68a618e68b4e4eddbbcc69773236ff59,54410344,843.0,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s082-archaludon-metal-current-frontier-reroll.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
083,dragapult-pressure-current-meta-reroll,083 Dragapult Pressure Current Meta Reroll,ef8936859fd2-29cabb30a406,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,d3b3ff1c034095e59b5ef0699234612b51b6c806,54410436,768.2,complete,source_exact_runtime_required,ef8936859fd215e6c704071042e5438d55e2e972b8f1806fb6eddbd03027e0b9,29cabb30a40645e83c5260b83511cabdef62264f3a596cf18b265cb19493f159,7513550b3b92c04c11a39c41cbe620ec5ebbef067812def124a432092b03c565,artifacts/submissions/s083-dragapult-pressure-current-meta-reroll.tar.gz,,
084,yaminh-lucario-challenge,084 Yaminh Lucario Challenge,d627fa239976-dc2b68464064,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,9674ef174062b1e8875296e56b1760da68808e2d,54410567,647.6,complete,source_exact_runtime_required,d627fa239976dc9841989e7ad42872faa97235abfbca94b3604a118adba912c8,dc2b68464064ae885ad04704dc032853526584afa9bec408984e23cc4840bd5e,d0a9e46e3a8cc6bd6fdbd47fd03f428869d17737e3e1458335b8e391d79fe0b6,artifacts/submissions/s084-yaminh-lucario-challenge.tar.gz,,
085,archaludon-metal-high-ceiling-reroll,085 Archaludon Metal High Ceiling Reroll,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,16a589b26dd9c32ee991d04d98a7b29faf9343a3,54410676,890.2,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s085-archaludon-metal-high-ceiling-reroll.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
086,tomato-archaludon-final-guard-reroll,086 Tomato Archaludon Final Guard Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,a7ac627a9576ae3e9047a8ea5597e14578dd111f,54410757,860.2,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s086-tomato-archaludon-final-guard-reroll.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
087,pilkwang-0808-alakazam-live-backed,087 Pilkwang 0808 Alakazam Live Backed,46aae79654ec-0f8fb632ade2,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,1de68644a26f97566935762aafad35ce7f5d3284,54457221,660.8,complete,source_exact_runtime_required,46aae79654eca7d91e9a3c840d92e38d3ac6271b052379df43dc630163f68225,0f8fb632ade2833645af8c6ffe2b282fe24e7446ee8b23f3e468b8410d8ea36c,28893adb2786e54e26f83e1c9fd4d03fbb4de507b746db33dda945f416c19883,artifacts/submissions/s087-pilkwang-0808-alakazam-live-backed.tar.gz,,
088,archaludon-metal-high-ceiling-reroll,088 Archaludon Metal High Ceiling Reroll,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,ad4605eda56b85ab4cb40402b2c95faea3e593c9,54457364,614.2,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s088-archaludon-metal-high-ceiling-reroll.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
089,tomato-archaludon-guard-reroll,089 Tomato Archaludon Guard Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,d4289ceac5f18dafc0d6070bc1c38860d63a50db,54457450,661.7,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s089-tomato-archaludon-guard-reroll.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
